temperature,humidity,soil_percent,light_status,health_score
22.6,76.1,36.3,0,76
24.4,36.5,21.6,1,76
22.1,52.4,18.4,1,80
28.5,38.9,30.9,0,61
22.0,69.8,68.4,0,85
26.5,80.3,90.4,1,76
17.3,67.6,50.4,1,91
16.3,87.6,13.8,1,56
34.2,89.9,21.1,0,61
16.7,48.3,88.4,0,67
22.9,52.7,16.3,1,80
25.4,32.5,17.3,0,50
25.4,80.5,6.7,1,65
33.0,70.5,92.2,1,91
28.1,88.0,93.7,0,61
30.9,77.1,53.0,1,100
20.7,65.1,85.8,0,76
26.5,80.6,71.4,0,70
28.8,73.6,37.6,0,76
25.1,81.8,33.3,1,76
28.1,83.8,31.9,0,61
21.2,87.1,45.3,0,70
16.2,33.3,37.5,0,52
34.7,46.8,13.9,1,80
24.5,54.1,93.6,0,76
21.9,54.0,43.2,0,85
33.3,83.3,71.7,1,85
30.9,40.1,37.0,0,76
24.9,87.4,23.5,1,76
23.2,71.0,78.3,1,100
30.8,71.5,78.0,1,100
22.6,83.3,70.1,1,85
24.4,88.0,12.8,1,65
35.0,70.5,93.4,1,91
34.2,32.9,85.8,0,61
34.5,80.3,43.6,0,70
24.5,78.2,27.4,0,76
20.1,37.4,55.1,1,85
18.8,88.3,86.9,1,67
26.5,53.4,66.5,1,100
21.6,36.4,57.8,0,70
21.6,76.9,36.9,0,76
15.4,32.0,80.9,0,52
34.0,85.0,67.6,1,85
30.5,72.5,65.7,1,100
22.1,56.3,26.8,0,76
27.7,62.9,89.5,0,76
15.2,43.7,54.0,1,91
34.1,31.9,62.4,1,85
16.8,63.9,33.9,0,67
21.3,82.3,23.1,0,61
16.4,82.2,60.7,0,61
15.1,85.9,50.3,0,61
23.7,33.8,72.9,1,85
17.1,69.3,43.0,0,76
28.4,51.0,38.5,0,76
18.2,84.9,78.5,1,76
17.9,74.2,49.5,0,76
22.5,52.9,11.8,1,80
34.3,40.1,13.0,0,65
18.5,60.3,83.4,0,67
31.8,41.2,65.0,1,100
34.3,35.8,85.3,1,76
32.1,86.8,75.8,1,85
20.6,38.4,49.0,0,70
30.2,49.6,49.2,0,85
30.9,41.8,94.5,0,76
23.8,87.5,41.2,1,85
30.8,73.3,43.3,0,85
16.3,74.1,47.1,0,76
21.0,81.5,80.2,1,76
30.6,76.1,65.1,0,85
15.9,86.9,13.8,1,56
34.2,67.9,70.2,0,85
16.4,49.2,38.3,1,82
31.2,40.8,20.2,0,76
33.0,36.6,47.6,1,85
32.5,89.1,6.7,1,65
24.3,51.1,46.0,0,85
26.7,37.7,70.7,1,85
30.0,59.9,78.8,0,85
24.0,44.7,90.7,0,76
17.2,76.7,80.2,1,82
31.9,80.0,83.8,0,76
19.3,74.5,16.3,1,71
34.3,42.4,51.2,1,100
19.4,82.0,65.7,1,76
22.1,78.1,16.2,0,65
20.9,42.8,67.7,1,100
33.1,66.1,33.3,1,91
15.9,41.8,8.6,1,71
34.2,85.4,36.1,1,76
30.3,36.9,28.0,1,76
16.3,77.5,60.1,1,91
34.1,49.4,66.1,1,100
32.7,31.2,18.1,0,50
32.9,41.1,76.2,0,85
28.0,56.1,68.8,1,100
25.6,78.8,47.3,0,85
33.3,44.2,53.6,1,100
18.6,37.1,62.3,0,61
22.8,62.8,43.5,0,85
28.3,64.1,65.6,1,100
21.4,35.2,15.9,0,50
24.2,49.0,56.4,0,85
21.4,33.5,64.2,1,85
16.7,40.8,47.7,0,76
23.8,59.8,80.5,0,76
30.8,51.9,78.2,1,100
18.0,71.6,41.8,0,76
28.4,88.8,29.6,0,61
19.9,66.3,58.3,1,91
20.3,55.0,18.2,0,65
34.9,35.6,27.8,1,76
15.6,47.1,58.1,0,76
24.8,80.4,73.0,1,85
18.1,36.6,79.8,1,76
22.4,82.1,48.3,1,85
28.4,65.7,8.7,0,65
18.0,36.7,44.2,0,61
16.1,48.4,36.3,1,82
25.8,79.8,52.8,1,100
33.6,66.0,40.9,1,100
29.0,37.7,51.3,1,85
17.3,82.1,28.2,1,67
24.6,38.2,92.6,1,76
32.2,88.3,61.0,1,85
28.9,67.5,20.7,1,91
21.9,41.5,91.8,1,91
29.8,64.1,74.9,1,100
26.4,67.7,70.2,0,85
21.3,37.0,77.7,1,85
15.7,78.4,30.6,1,82
32.4,51.4,70.8,0,85
19.0,79.0,54.4,0,76
26.8,84.0,12.1,1,65
30.7,37.4,30.2,1,76
25.1,31.2,82.5,1,76
23.1,30.1,37.3,0,61
30.0,78.7,48.6,1,100
21.8,33.7,8.4,1,65
16.4,85.6,11.6,1,56
26.4,57.6,51.3,1,100
16.2,69.6,12.4,0,56
21.6,40.7,12.0,1,80
24.8,77.4,35.3,0,76
15.3,38.8,91.0,1,67
26.3,71.7,23.6,1,91
21.9,75.6,7.9,0,65
34.2,33.6,41.2,0,70
20.0,61.0,89.8,1,91
34.5,49.6,63.9,0,85
28.7,64.3,88.6,1,91
17.8,64.4,40.5,1,91
22.1,78.0,29.3,1,91
21.9,50.0,16.6,0,65
20.1,59.1,48.3,1,100
33.4,73.3,32.7,1,91
25.9,38.7,84.9,0,61
26.9,53.7,74.2,0,85
26.7,77.2,91.3,0,76
25.7,48.6,28.1,0,76
27.7,46.3,62.4,1,100
17.5,42.8,47.9,1,91
28.1,41.7,44.0,1,100
25.2,83.7,47.7,1,85
33.3,33.9,22.5,0,61
22.8,31.1,77.9,1,85
28.0,32.1,47.5,0,70
28.6,78.2,84.1,0,76
28.0,56.6,29.1,1,91
28.4,45.8,70.4,0,85
30.9,80.2,56.2,1,85
18.8,38.0,9.3,0,41
18.8,79.6,15.0,0,56
34.2,69.8,65.6,0,85
17.3,79.9,25.8,0,67
22.0,86.4,70.2,0,70
29.8,68.0,17.7,1,80
26.6,83.1,12.3,1,65
28.9,32.1,58.6,1,85
26.7,48.5,54.8,1,100
26.2,78.9,44.1,0,85
15.4,34.3,52.0,1,76
30.8,35.0,68.6,1,85
21.5,87.8,46.4,0,70
32.5,72.4,11.4,0,65
30.0,45.9,43.4,0,85
30.1,83.1,37.8,1,76
29.7,37.5,68.3,1,85
31.3,62.7,80.1,1,91
34.6,67.8,12.8,1,80
20.6,34.1,42.7,1,85
25.7,80.2,5.5,0,50
27.7,66.8,25.2,0,76
28.9,49.2,87.1,0,76
23.2,34.5,16.3,0,50
26.3,86.0,58.8,0,70
28.5,71.8,7.6,1,80
26.6,32.5,68.7,1,85
33.3,38.7,14.9,0,50
20.6,85.1,88.4,1,76
16.4,81.3,19.9,0,41
30.4,40.7,24.4,1,91
26.5,53.1,45.9,1,100
23.3,38.5,78.8,1,85
24.3,80.1,26.9,1,76
26.1,84.2,8.9,0,50
19.7,51.9,81.5,1,82
18.5,35.0,22.5,1,67
34.3,40.2,51.9,1,100
28.7,58.2,9.4,0,65
21.3,55.7,30.8,0,76
17.9,45.9,84.9,1,82
30.4,74.5,13.9,1,80
25.5,42.5,52.6,1,100
18.3,42.8,9.5,1,71
32.5,42.2,13.6,1,80
19.2,44.8,58.9,1,91
20.3,31.2,78.0,0,70
33.3,46.4,38.5,1,91
22.1,35.4,26.7,1,76
15.7,75.4,44.3,1,91
29.7,44.2,18.1,0,65
33.5,38.2,36.7,0,61
16.4,47.9,17.1,0,56
20.7,57.0,33.5,0,76
26.1,74.4,87.7,0,76
20.8,63.5,59.7,1,100
25.2,68.5,29.9,1,91
17.9,79.8,78.0,0,76
20.5,61.7,58.5,0,85
20.6,71.2,44.5,0,85
22.6,85.0,26.2,1,76
31.1,38.5,85.3,0,61
24.7,39.9,48.4,1,85
30.6,89.7,6.6,0,50
24.7,33.1,84.4,0,61
26.8,73.6,17.1,1,80
33.4,64.0,15.4,1,80
19.7,40.9,20.5,1,82
25.2,35.4,56.6,0,70
19.5,57.4,83.2,1,82
32.2,62.6,48.9,0,85
19.7,57.0,32.6,0,67
18.7,55.3,18.5,0,56
33.0,80.3,10.0,0,50
29.5,53.3,51.1,0,85
29.6,31.4,34.8,1,76
34.4,53.4,33.6,1,91
24.8,78.8,93.4,0,76
32.7,53.4,41.4,1,100
24.5,52.3,63.1,1,100
15.7,64.6,56.4,1,91
34.6,42.8,34.6,1,91
23.1,78.1,67.5,0,85
31.9,71.1,63.3,1,100
16.3,50.8,15.3,1,71
20.1,73.2,42.9,0,85
33.5,65.0,91.6,0,76
25.3,69.8,55.3,0,85
33.4,41.0,74.9,0,85
16.9,45.8,72.3,1,91
17.6,73.7,55.0,1,91
17.0,54.1,46.0,1,91
27.9,49.6,50.7,0,85
26.6,51.5,49.6,1,100
29.7,50.8,8.5,0,65
33.8,72.6,80.2,1,91
33.7,60.2,90.4,0,76
25.0,81.7,68.7,0,70
16.4,61.4,68.2,0,76
33.5,76.1,69.6,0,85
33.0,57.4,38.3,1,91
15.6,51.3,28.3,1,82
18.1,49.4,88.8,0,67
19.4,72.5,15.1,0,56
16.7,45.8,45.9,1,91
19.2,53.2,38.5,0,67
27.5,61.5,47.2,1,100
24.3,56.4,86.4,1,91
23.8,39.6,80.7,0,61
17.6,71.7,56.4,1,91
28.0,60.5,38.6,1,91
18.0,86.6,65.6,0,61
29.0,57.8,50.8,1,100
25.0,31.9,16.0,0,50
27.6,60.8,42.2,0,85
32.4,86.4,49.6,1,85
21.8,46.6,41.5,0,85
30.5,52.8,60.1,0,85
29.7,31.2,70.8,1,85
19.5,76.9,16.1,0,56
27.3,74.5,33.0,0,76
15.1,70.0,25.9,1,82
25.5,55.7,16.2,0,65
28.4,43.9,31.1,1,91
22.4,77.8,19.1,1,80
16.3,87.0,82.3,0,52
22.8,55.3,80.9,1,91
32.7,58.4,9.9,1,80
21.5,61.5,67.2,1,100
15.0,69.1,53.1,1,91
22.0,42.6,35.4,0,76
20.6,86.4,77.2,0,70
15.4,45.0,11.8,1,71
16.6,75.0,88.8,1,82
33.7,55.1,35.9,1,91
27.2,81.9,74.1,1,85
32.6,82.7,42.9,1,85
21.6,88.1,86.1,0,61
19.7,71.5,94.2,1,82
21.7,37.3,75.2,0,70
30.4,40.8,66.6,0,85
26.1,69.5,92.3,1,91
34.3,73.5,33.1,1,91
30.9,58.4,91.8,0,76
34.9,65.6,28.1,0,76
23.6,60.6,24.0,0,76
32.2,81.6,64.5,0,70
26.0,69.5,75.3,0,85
27.9,32.7,56.2,1,85
17.1,36.7,93.6,0,52
20.3,72.5,80.5,0,76
26.5,36.1,24.6,0,61
30.7,87.8,6.2,1,65
20.7,41.5,21.2,0,76
20.3,44.6,12.6,0,65
25.2,57.4,67.0,0,85
27.7,80.3,75.2,1,85
19.2,40.1,10.0,1,71
26.0,63.4,31.1,0,76
16.8,77.6,51.4,1,91
34.3,70.4,64.9,0,85
15.4,33.8,89.5,0,52
34.7,42.4,61.2,0,85
34.3,65.3,11.3,0,65
16.8,31.3,68.2,0,61
23.0,74.9,16.7,1,80
33.7,87.0,22.9,0,61
20.7,38.5,74.0,1,85
25.8,82.5,32.1,1,76
18.2,82.8,67.0,1,76
22.7,82.1,34.5,1,76
24.3,68.2,68.7,0,85
16.2,75.3,60.5,0,76
30.3,78.5,19.7,1,80
22.9,43.1,84.0,0,76
19.5,43.1,64.7,1,91
28.7,46.3,75.4,0,85
18.4,42.9,59.5,1,91
33.9,83.4,5.1,0,50
30.1,68.8,67.3,0,85
19.0,32.0,26.0,1,67
23.0,78.0,16.1,1,80
33.9,46.4,41.3,0,85
31.5,58.2,82.0,0,76
22.8,46.7,77.6,0,85
34.8,37.3,94.1,1,76
15.8,54.7,38.2,1,82
16.8,69.9,56.9,1,91
31.6,72.7,91.1,1,91
25.8,73.8,9.4,0,65
19.5,80.2,44.8,1,76
26.3,59.0,87.1,0,76
22.0,61.5,89.0,1,91
18.2,56.7,58.9,0,76
25.0,87.9,37.6,1,76
21.7,88.7,20.3,0,61
26.8,45.6,36.2,1,91
32.0,44.2,29.5,1,91
28.1,73.8,24.8,1,91
18.7,71.9,42.1,0,76
19.1,33.6,49.4,0,61
21.4,39.4,17.3,1,65
31.9,79.4,52.7,1,100
28.1,75.3,92.0,0,76
19.8,58.7,40.6,1,91
24.7,62.3,20.3,1,91
33.3,75.9,80.1,1,91
23.4,62.9,11.3,0,65
31.6,32.3,38.5,1,76
18.6,57.5,11.1,1,71
25.1,82.7,62.5,0,70
33.1,61.1,8.6,1,80
30.9,54.5,31.9,1,91
16.1,77.0,15.6,0,56
19.5,66.5,62.1,0,76
18.2,79.5,22.3,0,67
31.9,40.0,92.5,0,76
18.2,57.9,9.3,1,71
19.5,58.3,40.8,1,91
23.4,75.8,53.2,0,85
24.1,74.7,74.5,1,100
22.2,45.4,49.4,0,85
27.4,72.9,68.5,1,100
33.1,67.6,15.3,1,80
15.8,41.1,5.5,0,56
15.3,33.4,63.2,0,61
17.3,47.0,9.8,0,56
19.8,87.4,41.0,0,61
20.2,85.4,12.8,1,65
30.0,46.7,14.6,0,65
22.9,55.0,73.5,1,100
30.8,36.5,10.1,1,65
30.5,65.0,10.5,1,80
23.3,78.6,92.2,0,76
28.5,64.5,91.9,1,91
21.8,73.0,75.7,0,85
19.9,32.0,17.9,0,41
17.8,38.2,77.2,1,76
28.6,83.3,80.3,0,61
26.8,65.1,89.8,1,91
18.9,85.1,75.2,0,61
26.9,36.7,28.4,1,76
28.7,89.1,40.8,0,70
16.6,44.6,9.7,0,56
22.7,87.0,84.7,0,61
22.2,42.7,85.5,0,76
17.5,71.9,31.8,1,82
32.9,37.9,85.5,1,76
18.2,46.1,48.3,0,76
20.5,70.6,12.1,0,65
24.4,87.8,84.7,0,61
26.1,42.5,21.2,0,76
26.1,76.8,79.6,1,100
27.5,60.5,50.7,1,100
18.1,33.5,50.2,1,76
15.4,50.3,59.8,0,76
29.6,68.2,33.3,0,76
33.3,40.8,6.2,0,65
26.3,49.1,60.5,0,85
30.5,56.2,59.8,1,100
30.9,48.8,65.8,1,100
20.3,66.9,42.0,1,100
30.3,59.7,47.0,1,100
17.1,64.9,55.4,1,91
34.3,80.4,34.0,0,61
26.2,63.4,52.0,0,85
27.3,39.4,91.3,1,76
22.8,69.2,39.0,1,91
31.6,38.6,67.9,1,85
20.5,36.6,77.3,1,85
33.0,33.3,71.2,0,70
17.3,86.8,51.1,1,76
27.3,73.7,86.9,1,91
25.7,45.8,46.3,0,85
15.4,64.7,88.9,1,82
26.8,56.9,93.3,1,91
34.7,72.2,22.0,0,76
16.1,43.9,43.7,1,91
28.9,43.3,60.3,0,85
26.8,83.9,15.7,0,50
29.3,32.7,7.7,1,65
32.5,49.0,25.9,0,76
31.5,82.8,29.1,0,61
26.3,58.6,39.3,1,91
17.0,72.7,82.9,0,67
20.7,56.2,8.9,0,65
22.8,54.3,37.6,0,76
25.3,70.5,11.1,1,80
27.2,65.6,83.4,0,76
30.3,59.6,58.6,1,100
32.6,40.9,28.2,1,91
18.5,84.1,78.6,1,76
20.0,80.3,64.2,0,70
28.3,52.4,91.3,0,76
33.5,50.4,18.4,1,80
34.9,88.9,53.3,1,85
22.1,61.7,32.8,0,76
29.9,65.1,26.9,1,91
17.8,63.6,59.0,1,91
29.0,36.1,84.8,0,61
33.5,51.5,78.1,0,85
26.2,73.6,14.2,1,80
16.1,66.4,66.5,1,91
28.1,88.6,41.4,1,85
34.4,70.5,58.6,0,85
20.7,67.8,20.5,0,76
33.6,61.5,54.3,1,100
21.8,67.5,84.3,1,91
26.4,79.1,88.4,1,91
29.3,36.9,65.5,0,70
32.9,41.1,49.5,0,85
17.8,59.1,58.2,1,91
17.1,58.4,61.2,1,91
31.1,55.4,88.5,1,91
22.8,52.4,57.2,0,85
17.1,41.2,11.9,1,71
16.2,44.2,76.6,1,91
28.8,51.0,19.5,1,80
17.2,49.1,33.8,0,67
28.8,70.2,21.2,1,91
18.5,78.5,92.1,0,67
24.6,31.6,24.2,0,61
22.0,38.8,26.4,0,61
33.7,56.5,61.3,0,85
31.5,51.4,79.2,0,85
25.3,42.3,14.1,1,80
33.1,37.1,83.9,1,76
33.0,47.4,86.7,0,76
27.2,86.1,53.3,0,70
24.1,83.8,87.3,1,76
29.6,87.5,37.2,1,76
24.2,32.4,70.6,1,85
21.5,78.3,26.3,1,91
25.5,46.1,90.7,1,91
32.4,52.4,5.6,1,80
23.6,87.0,61.9,0,70
29.0,38.7,7.6,0,50
20.4,82.9,80.9,0,61
24.0,52.7,54.9,1,100
16.1,46.4,23.4,0,67
17.5,70.6,23.1,0,67
32.9,75.1,33.1,0,76
26.2,43.2,16.5,1,80
32.5,80.7,15.8,0,50
33.4,44.6,53.7,1,100
21.4,62.1,49.7,1,100
15.9,30.5,70.2,1,76
24.1,66.4,73.8,0,85
21.8,86.9,62.3,1,85
25.3,79.8,62.7,1,100
20.4,44.5,78.3,1,100
34.9,45.5,37.0,1,91
23.0,58.3,90.2,1,91
33.2,67.1,69.3,0,85
23.8,79.1,73.1,1,100
20.7,88.1,78.3,0,70
15.5,81.6,60.1,0,61
22.0,76.7,59.0,1,100
33.7,54.0,25.5,1,91
24.7,32.3,7.0,0,50
32.5,76.7,66.6,0,85
34.1,35.0,93.2,1,76
21.0,52.0,67.7,1,100
22.0,71.6,86.0,0,76
20.0,35.4,71.6,1,85
31.9,31.8,24.2,0,61
15.7,85.6,66.1,0,61
31.7,88.0,30.9,1,76
15.3,83.2,72.7,1,76
28.0,30.5,68.9,0,70
33.2,52.7,31.1,1,91
18.5,63.7,31.0,0,67
22.3,71.7,39.9,1,91
19.4,30.8,38.5,1,67
19.3,58.8,78.5,0,76
15.6,46.7,77.3,0,76
26.4,59.8,7.6,0,65
30.1,36.7,12.9,0,50
32.8,77.7,65.0,0,85
22.7,35.3,38.8,1,76
20.5,51.5,74.7,1,100
28.4,32.6,45.7,0,70
15.2,60.6,46.8,1,91
19.3,48.5,85.4,0,67
21.0,66.6,53.8,0,85
33.6,61.6,48.3,1,100
20.2,55.2,34.3,1,91
17.5,49.7,78.4,1,91
26.4,78.7,65.6,1,100
16.3,47.9,76.8,0,76
27.6,51.2,60.6,1,100
16.8,79.1,31.9,0,67
32.0,67.3,66.0,1,100
16.1,77.3,56.9,0,76
15.6,30.5,26.6,0,52
17.0,50.0,90.5,0,67
26.1,44.2,47.1,0,85
26.3,36.1,77.3,0,70
19.7,36.3,25.7,0,52
19.1,65.4,94.6,1,82
21.7,63.7,78.8,1,100
15.9,44.9,35.3,1,82
32.7,47.6,14.7,0,65
22.1,73.4,44.5,1,100
25.9,75.0,49.5,1,100
23.6,79.8,71.9,1,100
22.0,87.9,68.2,0,70
28.1,82.0,59.1,1,85
31.7,50.1,44.2,0,85
17.6,74.7,74.2,1,91
29.3,49.1,19.4,0,65
23.5,31.9,93.2,0,61
25.1,69.2,75.6,0,85
24.2,60.7,13.2,0,65
17.5,58.2,19.1,1,71
21.9,33.0,82.3,0,61
23.0,40.4,71.6,1,100
16.5,60.9,61.8,0,76
15.3,45.1,11.3,0,56
18.0,58.4,48.4,0,76
23.3,47.6,50.6,0,85
33.1,41.9,75.1,0,85
19.9,44.9,60.9,1,91
31.0,33.6,16.4,0,50
29.5,78.9,27.9,0,76
23.4,32.9,30.8,0,61
22.0,84.0,66.7,0,70
30.2,43.9,27.4,0,76
24.2,76.6,72.1,1,100
19.1,69.4,24.7,0,67
29.4,35.7,57.9,1,85
17.4,47.1,52.3,0,76
25.7,35.6,52.8,1,85
17.4,40.4,35.0,1,82
22.7,66.2,52.6,0,85
21.4,42.5,43.4,1,100
31.2,89.1,44.9,1,85
15.6,48.7,68.2,1,91
25.8,88.4,48.2,0,70
24.1,48.5,38.8,1,91
17.9,75.6,85.6,1,82
15.0,80.9,20.2,1,67
24.9,40.1,74.7,1,100
23.7,51.8,14.1,1,80
26.5,38.7,65.1,0,70
29.1,80.6,37.5,1,76
20.5,68.8,11.0,1,80
21.3,85.4,62.2,0,70
19.1,66.7,74.8,0,76
31.2,44.9,13.6,0,65
31.6,66.1,81.0,0,76
21.9,74.9,7.5,0,65
25.7,80.2,32.6,0,61
33.2,70.2,45.5,1,100
34.2,49.1,10.6,1,80
22.0,73.8,36.9,0,76
15.8,38.3,28.5,0,52
28.5,77.1,7.6,0,65
23.8,82.4,44.5,0,70
22.4,70.6,67.7,0,85
27.1,68.6,53.3,0,85
29.2,61.1,47.2,1,100
22.6,80.8,77.3,0,70
23.3,71.4,86.0,1,91
25.7,70.3,80.6,0,76
26.6,48.4,17.4,0,65
15.6,71.6,17.9,0,56
31.7,39.5,5.3,0,50
33.7,44.7,74.8,0,85
23.2,90.0,13.4,1,65
20.0,79.3,60.1,0,85
21.7,80.4,78.3,1,85
21.8,59.4,39.9,1,91
15.4,73.3,28.7,0,67
17.8,33.1,65.0,0,61
19.0,52.3,51.6,0,76
28.0,80.8,38.7,0,61
15.6,32.5,39.9,1,67
16.3,82.1,52.9,1,76
21.0,70.1,5.5,1,80
32.9,45.7,26.0,1,91
33.2,60.3,75.8,1,100
24.1,47.8,43.0,0,85
19.4,68.2,31.0,1,82
20.5,58.7,81.2,0,76
23.6,52.1,89.9,0,76
29.5,40.4,46.1,0,85
26.7,87.8,73.2,0,70
19.6,42.0,70.6,0,76
25.2,57.9,89.0,1,91
29.8,53.9,46.6,0,85
21.2,76.1,28.9,1,91
24.6,30.0,69.3,0,70
29.3,66.3,66.3,1,100
15.9,40.6,44.2,0,76
23.7,87.9,69.2,1,85
34.2,67.9,46.1,0,85
25.4,58.0,30.7,0,76
21.6,63.1,28.3,1,91
32.8,35.1,61.8,0,70
26.8,66.9,11.2,0,65
27.3,80.2,32.8,1,76
22.1,49.6,6.2,1,80
31.2,89.9,88.1,0,61
25.4,33.5,25.2,0,61
31.7,62.6,59.6,1,100
17.4,41.0,12.8,0,56
16.1,70.2,51.7,1,91
15.2,65.6,58.4,0,76
25.8,57.4,22.9,1,91
25.5,36.9,78.4,0,70
22.4,63.3,40.0,0,85
27.9,84.8,85.5,1,76
20.4,69.1,9.3,0,65
28.3,48.3,28.9,0,76
21.3,36.5,52.8,0,70
15.6,50.5,28.4,0,67
34.3,60.4,72.6,0,85
16.5,72.2,50.3,0,76
23.0,44.9,68.9,0,85
33.8,82.0,64.7,0,70
26.5,88.2,33.5,1,76
25.4,62.4,5.8,0,65
34.0,63.9,86.2,1,91
23.3,36.8,31.9,0,61
29.9,53.0,12.7,0,65
27.2,63.9,40.9,1,100
23.1,43.6,9.1,1,80
32.5,84.7,62.5,1,85
21.4,62.7,52.5,0,85
31.8,57.3,37.7,0,76
16.4,75.6,17.1,1,71
21.2,64.4,54.8,0,85
20.4,39.2,50.5,0,70
19.2,43.9,66.9,1,91
22.6,80.5,79.5,1,85
18.4,48.6,36.6,0,67
22.7,63.5,10.4,1,80
23.4,57.9,22.5,1,91
34.3,53.3,68.8,0,85
26.0,73.7,29.1,0,76
18.2,55.8,30.7,0,67
33.7,61.0,92.0,0,76
18.0,39.9,85.2,0,52
22.6,71.1,86.3,0,76
29.8,42.4,88.0,0,76
19.5,72.5,54.5,0,76
34.1,85.1,53.4,0,70
23.8,48.7,85.2,0,76
33.9,83.4,38.9,1,76
19.2,87.2,8.0,0,41
30.7,82.4,11.1,1,65
21.6,66.8,48.6,0,85
17.3,42.2,75.4,1,91
16.7,49.6,59.4,0,76
33.2,34.3,48.9,0,70
20.5,43.4,6.8,0,65
29.3,79.2,19.2,0,65
33.9,75.7,20.9,0,76
19.9,76.6,22.3,0,67
31.3,35.3,10.4,0,50
21.3,76.1,18.3,1,80
29.2,83.9,52.3,0,70
32.7,48.8,35.9,0,76
20.7,43.7,41.0,1,100
32.7,86.3,32.6,1,76
33.3,87.2,91.8,0,61
19.0,37.4,70.3,0,61
34.7,60.8,74.4,0,85
34.0,50.4,28.3,1,91
29.3,62.5,14.1,1,80
30.7,46.3,26.6,1,91
22.0,58.9,44.5,1,100
16.9,74.2,73.0,0,76
26.2,55.6,7.6,0,65
27.5,76.6,31.2,0,76
28.1,65.8,35.2,0,76
31.6,59.3,54.9,0,85
24.4,66.2,85.1,1,91
19.4,86.1,67.9,1,76
20.0,36.2,56.9,1,85
22.6,34.8,61.9,0,70
33.2,30.3,63.7,1,85
34.3,47.5,37.1,0,76
18.7,49.4,6.2,0,56
31.2,62.3,34.3,0,76
15.8,67.5,40.4,1,91
24.8,73.1,81.0,0,76
27.2,67.3,7.3,1,80
24.1,56.7,18.6,0,65
23.2,78.7,12.4,0,65
25.5,35.4,58.5,0,70
33.2,68.5,18.6,1,80
21.4,62.7,47.7,1,100
19.5,60.3,28.7,0,67
26.5,65.4,69.6,1,100
17.2,41.4,80.8,0,67
16.3,50.7,16.4,0,56
27.5,83.6,76.3,0,70
28.0,82.4,24.8,1,76
30.0,64.0,89.2,0,76
16.5,88.4,29.1,1,67
26.0,81.0,82.0,1,76
25.9,51.1,43.3,1,100
26.9,43.6,88.3,1,91
17.8,83.7,25.7,1,67
28.5,68.7,89.8,0,76
33.7,73.4,47.6,0,85
25.2,52.5,74.3,1,100
19.3,84.4,90.5,1,67
34.2,53.2,18.6,0,65
24.2,56.4,32.9,1,91
16.4,64.3,59.6,0,76
31.5,46.3,51.8,0,85
23.9,59.4,20.8,0,76
29.5,54.8,84.7,1,91
25.6,72.7,19.3,0,65
33.8,70.6,70.1,1,100
23.3,46.6,54.1,1,100
23.0,53.4,89.4,1,91
25.3,83.5,65.8,0,70
20.5,79.1,63.1,1,100
20.6,83.1,15.0,0,50
29.4,85.6,93.7,1,76
26.8,69.4,79.4,0,85
23.8,63.8,5.5,1,80
19.0,38.4,48.6,1,76
30.6,76.4,87.3,1,91
23.6,49.9,6.9,0,65
19.6,61.2,26.4,1,82
17.4,40.9,54.4,1,91
29.8,64.1,76.3,0,85
23.9,77.6,64.5,1,100
29.5,71.8,10.7,1,80
21.8,38.9,85.8,1,76
21.7,74.8,71.3,0,85
29.9,87.9,73.4,1,85
15.4,83.3,63.4,1,76
22.6,55.5,46.7,0,85
22.5,40.2,70.3,1,100
17.0,34.2,82.2,1,67
17.8,49.8,9.4,0,56
30.0,37.7,21.4,1,76
29.6,86.1,84.8,0,61
29.6,41.0,75.4,1,100
33.1,42.9,9.9,1,80
20.4,57.9,80.2,0,76
31.5,80.2,44.3,1,85
33.7,78.9,40.0,1,100
32.8,75.6,85.4,1,91
28.8,62.6,83.3,0,76
31.8,41.4,49.3,1,100
24.3,65.7,63.4,0,85
22.5,75.7,20.3,1,91
22.4,88.0,80.8,1,76
32.0,67.7,89.7,1,91
20.3,47.9,6.5,1,80
18.0,37.1,20.7,1,67
33.8,84.1,22.4,1,76
18.4,76.4,75.7,1,91
21.1,58.9,45.9,1,100
23.4,50.0,27.6,0,76
25.8,42.6,36.3,1,91
18.4,31.8,53.5,0,61
24.9,55.1,24.1,0,76
20.1,76.4,75.2,0,85
30.6,49.4,20.0,1,91
27.5,61.3,8.9,0,65
18.9,36.1,85.3,0,52
24.0,65.4,68.1,0,85
20.6,36.0,86.2,0,61
27.2,72.1,91.7,0,76
17.9,68.2,56.3,1,91
29.1,58.5,38.4,1,91
34.0,32.1,34.5,1,76
27.2,79.0,91.4,0,76
34.2,55.6,52.0,1,100
18.5,34.0,74.9,1,76
30.9,33.2,28.1,1,76
21.6,82.4,93.7,0,61
24.2,77.5,5.8,1,80
24.3,44.5,24.4,0,76
28.4,42.3,12.4,1,80
33.0,51.5,67.6,0,85
28.8,84.5,71.8,0,70
27.3,43.5,44.0,0,85
24.5,52.1,22.8,0,76
23.8,62.0,75.4,0,85
17.9,79.7,15.8,0,56
30.8,62.3,22.8,1,91
25.2,57.7,66.9,1,100
32.8,71.0,7.8,0,65
28.7,40.9,63.2,1,100
17.0,69.2,82.4,0,67
31.6,52.0,19.7,1,80
28.6,57.2,86.3,0,76
19.9,81.4,51.7,1,76
20.7,86.0,46.8,0,70
26.4,80.1,18.1,0,50
22.5,70.6,74.4,0,85
