temperature,humidity,soil_moisture,light_level,health_score,status
14.8,79.3,57.7,0,76,Healthy
27.5,94.9,10.4,1,60,Doing well
7.3,76.8,68.6,1,80,Healthy
35.7,28.1,60.2,0,65,Doing well
32.5,89.5,88.7,0,61,Doing well
32.3,23.2,38.9,0,56,Doing well
44.9,43.8,77.2,1,100,Perfect
21.5,31.8,37.3,1,76,Healthy
6.7,93.6,41.8,0,45,I'm okay
34.3,77.7,34.0,0,76,Healthy
24.8,23.9,87.3,0,56,Doing well
43.4,50.6,70.2,0,85,Healthy
37.6,28.6,65.8,0,65,Doing well
25.8,18.7,88.3,1,71,Doing well
23.0,10.6,74.3,0,65,Doing well
46.8,58.0,94.8,1,82,Healthy
16.3,75.1,34.0,0,67,Doing well
44.3,87.1,89.3,1,76,Healthy
49.4,73.9,40.1,0,76,Healthy
21.9,19.1,9.8,0,45,I'm okay
9.5,14.3,93.6,0,36,Struggling
29.9,29.0,54.2,0,65,Doing well
16.8,82.6,92.9,1,67,Doing well
40.5,67.4,43.7,0,85,Healthy
24.0,85.2,16.6,0,50,I'm okay
45.8,74.4,69.7,0,76,Healthy
21.0,82.8,35.0,0,61,Doing well
33.2,38.2,61.8,1,85,Healthy
52.7,51.9,74.9,1,91,Perfect
8.9,73.5,52.9,0,65,Doing well
52.9,24.8,32.9,1,62,Doing well
34.2,42.9,65.7,0,85,Healthy
51.5,53.6,35.2,1,82,Healthy
11.7,61.5,33.0,0,67,Doing well
39.9,36.9,22.6,1,76,Healthy
37.9,89.0,69.2,0,70,Doing well
17.8,73.0,12.5,1,71,Doing well
43.6,87.6,40.8,0,70,Doing well
21.1,87.6,27.1,0,61,Doing well
45.9,47.3,36.3,0,67,Doing well
17.3,54.9,59.7,1,91,Perfect
6.0,91.5,15.6,1,40,I'm okay
11.1,74.1,61.8,0,76,Healthy
10.1,41.1,47.7,0,76,Healthy
54.6,44.0,50.9,0,76,Healthy
20.9,37.9,11.3,1,65,Doing well
6.3,46.0,47.9,1,80,Healthy
20.5,92.5,80.6,0,56,Doing well
30.3,94.3,16.8,0,45,I'm okay
44.7,27.1,60.9,1,80,Healthy
22.7,14.6,22.6,1,71,Doing well
23.6,67.6,42.3,0,85,Healthy
6.1,71.5,93.6,1,71,Doing well
14.9,25.7,46.3,1,71,Doing well
16.9,53.2,89.9,1,82,Healthy
48.9,72.2,24.7,1,82,Healthy
40.6,49.5,74.8,1,100,Perfect
50.4,47.6,62.0,0,76,Healthy
15.8,39.2,31.2,1,67,Doing well
28.3,33.5,92.0,1,76,Healthy
34.4,22.1,34.3,0,56,Doing well
50.8,82.5,16.8,0,41,I'm okay
40.6,58.8,36.1,0,76,Healthy
29.3,72.8,43.0,1,100,Perfect
24.3,35.8,81.0,1,76,Healthy
39.0,13.8,6.2,1,60,Doing well
34.8,39.9,47.0,0,70,Doing well
36.5,31.8,16.8,0,50,I'm okay
16.1,49.6,26.8,1,82,Healthy
33.1,62.0,12.5,1,80,Healthy
43.4,49.9,62.8,0,85,Healthy
28.1,15.4,38.7,0,56,Doing well
53.1,10.8,86.9,0,47,I'm okay
54.6,89.5,89.9,0,52,I'm okay
23.3,76.7,44.2,1,100,Perfect
29.4,94.6,59.2,0,65,Doing well
14.1,71.5,94.6,0,67,Doing well
16.2,40.8,84.7,0,67,Doing well
23.8,45.2,14.1,0,65,Doing well
14.1,43.2,77.2,1,91,Perfect
14.0,60.2,31.0,1,82,Healthy
32.2,85.5,74.9,1,85,Healthy
39.2,48.6,79.4,1,100,Perfect
34.5,29.0,36.9,1,71,Doing well
15.5,32.7,61.3,1,76,Healthy
11.7,88.4,38.2,1,67,Doing well
25.2,35.8,45.0,1,85,Healthy
30.3,37.8,88.9,0,61,Doing well
35.0,21.1,60.1,1,80,Healthy
30.2,40.5,34.1,0,76,Healthy
24.7,67.7,46.3,1,100,Perfect
47.8,41.2,61.9,0,76,Healthy
7.9,10.4,87.9,0,36,Struggling
23.2,11.6,5.3,1,60,Doing well
30.6,39.6,87.6,0,61,Doing well
8.1,28.0,38.2,0,36,Struggling
11.6,89.7,19.9,0,41,I'm okay
9.1,11.9,52.3,0,45,I'm okay
34.8,94.8,16.0,0,45,I'm okay
20.8,11.3,87.7,1,71,Doing well
8.2,87.7,5.2,1,45,I'm okay
48.2,74.1,5.3,0,56,Doing well
37.8,18.9,66.2,1,80,Healthy
47.8,90.1,36.1,0,47,I'm okay
45.0,78.5,50.1,0,85,Healthy
38.4,44.2,57.1,0,85,Healthy
49.4,23.7,33.0,1,62,Doing well
24.7,18.1,25.5,0,56,Doing well
48.0,81.1,40.2,0,61,Doing well
38.5,38.9,43.9,0,70,Doing well
39.8,38.9,35.8,0,61,Doing well
13.6,83.9,36.3,0,52,I'm okay
46.0,90.7,86.1,1,62,Doing well
13.8,67.1,62.8,0,76,Healthy
44.2,64.5,8.7,1,80,Healthy
14.5,83.6,43.2,0,61,Doing well
17.5,73.9,42.7,0,76,Healthy
7.7,48.7,62.7,0,65,Doing well
34.6,65.9,42.6,1,100,Perfect
27.5,75.9,18.8,1,80,Healthy
25.7,28.1,12.4,0,45,I'm okay
5.5,86.3,36.0,1,56,Doing well
33.0,64.1,8.6,0,65,Doing well
42.8,91.3,74.0,0,65,Doing well
31.5,80.9,15.2,1,65,Doing well
23.5,48.8,58.3,0,85,Healthy
5.4,76.5,87.6,0,56,Doing well
16.0,88.2,12.8,0,41,I'm okay
34.7,35.5,63.9,1,85,Healthy
26.3,31.5,54.9,0,70,Doing well
48.8,22.0,63.4,0,56,Doing well
40.1,48.4,81.8,1,91,Perfect
52.3,86.5,93.9,0,52,I'm okay
54.5,31.2,81.2,1,67,Doing well
28.8,91.7,48.7,0,65,Doing well
40.0,79.1,69.3,1,100,Perfect
27.2,10.6,45.2,1,80,Healthy
33.0,21.0,17.5,0,45,I'm okay
7.6,68.7,68.7,1,80,Healthy
50.2,77.6,38.2,0,67,Doing well
8.3,89.1,12.2,0,30,Struggling
16.0,94.7,80.4,0,47,I'm okay
23.8,23.6,87.7,0,56,Doing well
51.5,10.2,13.4,0,36,Struggling
21.4,51.0,65.5,1,100,Perfect
41.7,82.3,18.4,0,50,I'm okay
5.8,71.4,78.4,0,65,Doing well
37.0,69.3,88.5,0,76,Healthy
22.3,69.0,82.3,1,91,Perfect
54.3,86.7,21.8,0,52,I'm okay
51.2,50.4,58.9,0,76,Healthy
44.9,56.9,49.0,0,85,Healthy
14.0,71.2,80.4,0,67,Doing well
21.6,88.0,24.7,0,61,Doing well
5.4,57.5,32.8,1,71,Doing well
24.8,76.3,34.6,0,76,Healthy
48.0,89.5,92.0,1,67,Doing well
27.0,25.9,48.8,0,65,Doing well
21.9,57.9,8.3,0,65,Doing well
53.5,77.5,23.7,0,67,Doing well
40.6,71.3,16.3,0,65,Doing well
21.5,30.1,88.6,1,76,Healthy
9.1,67.7,22.9,1,71,Doing well
37.0,45.9,18.8,1,80,Healthy
31.8,30.8,15.0,1,65,Doing well
34.5,51.9,38.6,1,91,Perfect
34.6,20.4,51.8,1,80,Healthy
29.8,64.2,30.5,0,76,Healthy
48.8,31.0,75.0,0,61,Doing well
45.5,42.3,15.6,0,56,Doing well
5.1,45.5,7.3,1,60,Doing well
49.6,62.4,77.4,0,76,Healthy
48.8,67.0,8.4,0,56,Doing well
18.1,65.4,88.2,0,67,Doing well
34.1,75.2,31.5,1,91,Perfect
10.6,50.2,55.2,1,91,Perfect
41.6,84.3,51.7,1,85,Healthy
50.3,59.0,43.8,0,76,Healthy
39.6,48.2,27.9,1,91,Perfect
29.6,20.6,8.5,1,60,Doing well
25.7,45.4,93.2,0,76,Healthy
19.4,45.0,65.9,1,91,Perfect
36.7,14.0,64.2,0,65,Doing well
36.6,58.2,94.1,1,91,Perfect
39.4,28.6,90.3,1,71,Doing well
11.5,45.1,44.3,1,91,Perfect
29.0,27.6,11.9,0,45,I'm okay
19.4,40.5,67.0,1,91,Perfect
9.5,17.1,21.3,0,36,Struggling
37.1,58.5,10.3,1,80,Healthy
34.5,32.7,20.4,0,61,Doing well
48.3,81.5,80.3,0,52,I'm okay
12.2,52.7,21.1,1,82,Healthy
53.1,33.4,74.7,0,61,Doing well
40.1,94.8,45.7,1,80,Healthy
5.4,41.0,28.9,0,56,Doing well
24.4,94.5,47.5,1,80,Healthy
43.2,93.2,62.9,0,65,Doing well
6.9,84.8,70.8,0,50,I'm okay
35.7,69.7,86.9,0,76,Healthy
29.8,30.8,84.2,1,76,Healthy
36.8,63.5,78.0,1,100,Perfect
16.5,18.4,81.6,0,47,I'm okay
54.7,44.6,61.4,1,91,Perfect
6.0,73.1,22.2,0,56,Doing well
35.7,64.8,76.3,1,100,Perfect
30.3,79.3,62.8,0,85,Healthy
33.0,80.0,64.4,0,85,Healthy
9.3,82.2,64.2,1,65,Doing well
18.1,35.1,91.2,0,52,I'm okay
9.9,64.8,22.1,1,71,Doing well
16.1,91.6,14.2,0,36,Struggling
26.8,83.3,41.7,1,85,Healthy
21.7,42.0,52.7,1,100,Perfect
39.9,16.3,33.8,1,71,Doing well
16.1,26.1,59.4,1,71,Doing well
40.9,32.8,18.9,1,65,Doing well
41.6,11.7,63.8,0,65,Doing well
23.8,12.2,82.1,0,56,Doing well
17.2,77.5,88.5,0,67,Doing well
30.2,17.1,67.5,0,65,Doing well
54.3,55.6,39.1,0,67,Doing well
20.3,72.7,15.5,0,65,Doing well
31.9,83.9,94.9,1,76,Healthy
48.1,16.4,59.9,1,71,Doing well
18.2,24.7,66.9,1,71,Doing well
54.7,38.5,29.6,0,52,I'm okay
18.4,63.2,34.6,0,67,Doing well
45.9,37.0,34.7,1,67,Doing well
31.4,35.5,23.9,1,76,Healthy
8.8,81.9,33.0,0,41,I'm okay
30.0,82.2,8.9,0,50,I'm okay
31.9,72.9,15.5,0,65,Doing well
40.4,82.0,14.8,0,50,I'm okay
25.8,73.3,69.0,0,85,Healthy
15.7,62.9,71.3,1,91,Perfect
6.8,82.3,44.7,1,65,Doing well
46.1,88.5,18.2,0,41,I'm okay
45.0,42.6,23.7,0,76,Healthy
34.0,91.9,36.8,1,71,Doing well
53.0,68.3,35.6,1,82,Healthy
9.5,14.3,65.8,0,45,I'm okay
33.2,33.2,85.8,0,61,Doing well
53.7,35.5,31.9,1,67,Doing well
29.0,23.4,16.2,0,45,I'm okay
5.0,26.4,79.5,1,60,Doing well
53.2,61.7,80.2,0,67,Doing well
8.5,13.2,7.3,1,40,I'm okay
20.5,80.3,74.4,0,70,Doing well
51.5,44.2,47.1,1,91,Perfect
44.1,43.5,7.4,0,65,Doing well
43.2,78.1,61.9,1,100,Perfect
17.1,23.8,15.4,1,51,I'm okay
14.7,88.4,39.0,0,52,I'm okay
23.8,72.8,24.3,0,76,Healthy
29.7,23.2,84.7,0,56,Doing well
48.4,32.3,24.8,0,52,I'm okay
43.5,89.8,53.7,1,85,Healthy
42.2,22.2,12.8,0,45,I'm okay
20.9,64.0,15.0,0,65,Doing well
52.7,20.7,8.7,0,36,Struggling
13.9,31.4,88.9,0,52,I'm okay
32.8,55.2,13.4,1,80,Healthy
29.3,75.3,40.6,1,100,Perfect
46.5,17.9,74.0,1,71,Doing well
30.0,93.4,17.1,0,45,I'm okay
6.9,29.6,67.8,0,45,I'm okay
21.8,31.1,50.9,0,70,Doing well
35.6,91.0,16.8,1,60,Doing well
32.0,80.6,10.7,1,65,Doing well
47.8,62.0,76.3,1,91,Perfect
25.7,31.5,68.4,0,70,Doing well
9.0,39.7,7.8,1,45,I'm okay
40.8,24.6,28.5,0,56,Doing well
54.8,12.5,17.1,1,51,I'm okay
42.2,84.8,51.9,1,85,Healthy
38.0,28.7,81.2,0,56,Doing well
10.3,33.3,42.9,0,61,Doing well
41.8,78.4,29.5,1,91,Perfect
46.3,54.5,79.7,1,91,Perfect
46.1,92.6,55.5,1,71,Doing well
12.7,28.3,59.1,1,71,Doing well
38.0,39.1,31.9,1,76,Healthy
42.9,20.2,45.0,0,65,Doing well
47.1,77.9,20.8,1,82,Healthy
12.3,42.0,18.9,0,56,Doing well
52.8,32.7,23.4,0,52,I'm okay
10.1,63.8,93.2,1,82,Healthy
25.0,83.6,51.5,0,70,Doing well
39.5,70.9,71.0,1,100,Perfect
28.0,77.6,35.1,1,91,Perfect
38.9,51.8,5.3,0,65,Doing well
6.9,62.4,71.8,1,80,Healthy
37.1,87.7,60.2,0,70,Doing well
47.7,93.7,15.7,1,51,I'm okay
18.5,59.0,31.9,0,67,Doing well
38.5,35.3,34.1,0,61,Doing well
36.4,36.2,26.4,1,76,Healthy
30.0,67.4,18.0,1,80,Healthy
16.7,11.7,71.7,1,71,Doing well
9.4,57.9,54.8,1,80,Healthy
44.8,57.3,52.9,0,85,Healthy
35.4,20.9,36.7,1,71,Doing well
46.3,27.4,83.5,1,62,Doing well
38.8,31.9,39.1,0,61,Doing well
16.9,65.5,33.5,0,67,Doing well
16.6,69.9,79.9,0,76,Healthy
53.7,36.8,64.1,1,76,Healthy
23.5,42.2,27.0,1,91,Perfect
20.6,81.7,25.7,1,76,Healthy
11.6,38.9,28.4,0,52,I'm okay
29.3,87.6,83.5,1,76,Healthy
15.3,34.8,61.6,1,76,Healthy
48.9,40.7,21.1,0,67,Doing well
29.0,52.2,88.7,1,91,Perfect
33.8,58.2,26.5,1,91,Perfect
27.0,48.8,58.2,0,85,Healthy
29.5,42.0,35.4,0,76,Healthy
14.5,65.3,91.2,1,82,Healthy
39.6,63.9,19.6,0,65,Doing well
41.4,59.9,39.3,0,76,Healthy
19.4,90.3,40.5,1,71,Doing well
22.4,37.6,42.8,1,85,Healthy
30.5,94.9,26.5,0,56,Doing well
19.0,30.1,91.1,0,52,I'm okay
24.3,38.6,42.6,1,85,Healthy
52.0,26.3,37.9,0,47,I'm okay
9.0,76.3,25.1,1,71,Doing well
9.9,62.6,54.3,1,80,Healthy
10.0,14.0,18.6,1,51,I'm okay
31.3,81.3,17.6,0,50,I'm okay
8.4,47.9,93.5,1,71,Doing well
38.6,52.3,21.6,0,76,Healthy
12.9,29.6,54.5,0,56,Doing well
54.3,86.9,34.0,1,67,Doing well
26.4,88.9,87.0,0,61,Doing well
20.3,41.3,76.1,0,85,Healthy
31.3,10.1,44.4,0,65,Doing well
8.4,51.7,65.1,1,80,Healthy
47.4,48.3,82.6,1,82,Healthy
28.9,64.6,52.8,0,85,Healthy
37.3,68.5,91.8,0,76,Healthy
38.3,38.5,49.6,1,85,Healthy
19.8,94.1,63.5,1,71,Doing well
17.5,78.8,54.2,0,76,Healthy
28.2,77.1,46.6,1,100,Perfect
10.6,67.6,59.1,1,91,Perfect
38.6,52.2,70.5,1,100,Perfect
52.3,13.3,36.1,1,62,Doing well
36.1,68.4,49.7,0,85,Healthy
12.9,39.4,77.9,1,76,Healthy
45.5,22.5,35.6,1,62,Doing well
24.8,57.5,81.8,0,76,Healthy
42.8,47.5,50.9,1,100,Perfect
30.5,87.8,71.5,1,85,Healthy
46.7,21.3,12.0,1,51,I'm okay
18.1,81.2,23.6,1,67,Doing well
45.3,47.2,73.2,0,76,Healthy
37.8,82.6,24.7,0,61,Doing well
48.1,45.0,42.6,1,91,Perfect
6.9,18.2,25.3,1,51,I'm okay
12.4,14.7,45.5,1,71,Doing well
52.9,72.7,59.4,1,91,Perfect
44.7,27.3,87.1,1,71,Doing well
15.4,69.4,14.6,1,71,Doing well
17.6,55.1,7.3,1,71,Doing well
29.1,50.6,32.6,0,76,Healthy
43.3,51.1,70.7,0,85,Healthy
42.4,32.0,73.3,0,70,Doing well
31.0,73.3,34.0,1,91,Perfect
46.7,42.2,29.2,0,67,Doing well
28.3,30.0,58.6,0,70,Doing well
28.4,93.2,42.5,1,80,Healthy
43.4,88.6,71.6,1,85,Healthy
38.8,17.7,81.3,0,56,Doing well
31.2,65.9,71.2,0,85,Healthy
50.5,62.0,32.7,0,67,Doing well
50.5,73.8,22.7,1,82,Healthy
29.1,57.4,68.6,0,85,Healthy
7.5,85.0,85.2,1,56,Doing well
5.1,57.0,31.5,0,56,Doing well
42.2,46.1,39.5,0,76,Healthy
19.7,51.2,75.4,0,76,Healthy
31.3,10.3,94.9,1,71,Doing well
53.8,25.8,27.9,0,47,I'm okay
53.9,74.6,17.9,1,71,Doing well
15.8,85.4,59.1,0,61,Doing well
30.5,55.9,43.0,0,85,Healthy
12.8,22.0,45.3,1,71,Doing well
10.2,82.9,55.8,0,61,Doing well
53.2,60.7,88.3,0,67,Doing well
49.4,83.7,89.4,0,52,I'm okay
46.5,45.3,90.6,0,67,Doing well
41.5,78.1,81.9,0,76,Healthy
54.5,87.1,21.4,0,52,I'm okay
5.0,61.8,61.4,0,65,Doing well
26.9,40.7,59.0,0,85,Healthy
32.4,34.8,57.0,0,70,Doing well
27.7,41.2,48.2,0,85,Healthy
12.3,88.6,71.3,1,76,Healthy
22.0,80.0,25.5,1,91,Perfect
45.3,35.6,90.5,0,52,I'm okay
34.2,19.7,92.6,1,71,Doing well
16.1,65.2,63.5,1,91,Perfect
18.5,42.0,49.5,0,76,Healthy
7.0,48.3,42.6,0,65,Doing well
27.2,11.4,33.7,1,71,Doing well
49.1,86.6,6.0,1,56,Doing well
39.2,55.6,26.4,0,76,Healthy
32.0,86.7,53.8,1,85,Healthy
13.2,72.4,14.8,1,71,Doing well
22.3,11.2,8.9,1,60,Doing well
41.6,90.7,79.3,0,65,Doing well
14.6,66.3,68.1,0,76,Healthy
28.7,43.3,78.8,1,100,Perfect
32.7,73.5,35.1,0,76,Healthy
9.3,26.8,79.2,1,60,Doing well
22.0,17.0,64.0,1,80,Healthy
26.5,51.1,89.1,0,76,Healthy
27.2,62.8,33.6,1,91,Perfect
20.6,28.1,17.8,0,45,I'm okay
46.8,57.0,26.8,0,67,Doing well
36.0,67.5,57.5,1,100,Perfect
6.2,78.5,50.8,1,80,Healthy
42.3,75.3,19.7,0,65,Doing well
15.3,20.5,36.1,1,62,Doing well
28.5,58.1,77.4,0,85,Healthy
9.9,93.1,51.3,0,45,I'm okay
48.2,17.3,81.4,0,47,I'm okay
43.3,91.8,37.3,1,71,Doing well
49.2,17.4,78.5,0,56,Doing well
20.6,70.3,69.6,1,100,Perfect
44.6,30.8,54.8,1,85,Healthy
32.5,27.6,14.8,0,45,I'm okay
24.4,84.9,46.6,1,85,Healthy
36.1,77.5,28.3,1,91,Perfect
17.5,79.0,77.7,1,91,Perfect
38.6,27.2,55.8,0,65,Doing well
10.2,62.1,13.9,0,56,Doing well
35.5,19.5,72.3,1,80,Healthy
48.6,80.7,61.5,0,61,Doing well
47.9,14.1,40.2,0,56,Doing well
10.4,33.2,10.6,0,41,I'm okay
38.7,78.1,63.6,0,85,Healthy
15.4,41.3,39.9,1,82,Healthy
37.7,32.7,66.7,0,70,Doing well
51.4,34.3,80.2,0,52,I'm okay
16.2,41.8,92.6,0,67,Doing well
9.4,89.7,64.2,1,65,Doing well
40.3,49.2,68.1,0,85,Healthy
27.0,73.7,93.4,1,91,Perfect
32.5,54.5,37.6,1,91,Perfect
39.2,38.4,12.3,0,50,I'm okay
36.2,90.3,47.4,1,80,Healthy
45.2,74.1,63.7,1,91,Perfect
14.2,91.5,55.8,1,71,Doing well
23.3,52.5,6.0,1,80,Healthy
9.3,33.1,36.2,1,56,Doing well
22.2,92.1,6.2,1,60,Doing well
27.8,35.0,71.2,1,85,Healthy
12.9,57.9,47.7,1,91,Perfect
14.3,39.1,57.1,0,61,Doing well
35.1,27.1,59.6,1,80,Healthy
10.8,64.2,16.5,0,56,Doing well
40.3,72.5,21.8,0,76,Healthy
21.9,25.0,57.3,0,65,Doing well
48.8,66.2,77.7,0,76,Healthy
8.0,39.0,9.6,1,45,I'm okay
44.8,73.5,60.3,1,100,Perfect
21.4,42.7,38.7,0,76,Healthy
40.1,77.5,11.5,1,80,Healthy
51.3,43.4,86.8,0,67,Doing well
21.2,56.0,71.0,0,85,Healthy
52.5,18.3,53.7,0,56,Doing well
11.0,62.0,76.3,0,76,Healthy
6.6,56.2,32.2,0,56,Doing well
27.2,27.7,85.6,0,56,Doing well
47.9,54.5,45.8,0,76,Healthy
36.5,94.0,9.4,0,45,I'm okay
27.0,50.5,46.1,1,100,Perfect
16.7,18.2,51.2,0,56,Doing well
9.0,80.4,53.5,1,65,Doing well
51.3,36.8,10.3,1,56,Doing well
20.6,21.7,72.1,0,65,Doing well
8.3,15.2,92.4,1,51,I'm okay
9.8,87.5,11.0,0,30,Struggling
22.9,27.6,19.3,0,45,I'm okay
53.4,63.8,47.5,1,91,Perfect
31.6,38.6,63.2,0,70,Doing well
12.3,53.2,36.6,0,67,Doing well
12.6,67.5,29.9,0,67,Doing well
21.2,22.5,59.6,0,65,Doing well
34.6,60.5,23.8,1,91,Perfect
30.5,38.3,93.8,0,61,Doing well
22.3,18.4,71.6,1,80,Healthy
19.7,62.4,61.1,0,76,Healthy
43.0,45.0,57.5,1,100,Perfect
40.5,71.4,61.4,0,85,Healthy
29.6,94.1,17.2,1,60,Doing well
41.1,94.6,22.3,1,71,Doing well
20.2,52.1,63.4,1,100,Perfect
53.5,11.3,34.0,0,47,I'm okay
10.0,91.9,82.1,0,47,I'm okay
43.6,45.4,47.8,0,85,Healthy
14.9,11.4,84.8,0,47,I'm okay
22.8,90.3,9.7,1,60,Doing well
38.9,48.4,38.5,1,91,Perfect
22.8,20.5,30.4,0,56,Doing well
15.0,62.6,49.3,0,76,Healthy
8.9,39.9,55.8,0,50,I'm okay
10.2,23.4,85.2,0,47,I'm okay
35.5,25.2,33.7,0,56,Doing well
19.2,62.1,42.0,0,76,Healthy
35.4,21.9,71.9,0,65,Doing well
40.8,20.2,91.6,1,71,Doing well
21.6,21.9,79.8,0,65,Doing well
7.8,31.9,27.4,1,56,Doing well
36.9,57.9,17.4,1,80,Healthy
35.5,67.6,24.9,0,76,Healthy
41.5,52.7,60.4,1,100,Perfect
24.5,80.5,61.0,0,70,Doing well
54.4,89.6,89.6,1,67,Doing well
22.3,78.7,12.0,1,80,Healthy
6.0,50.6,43.3,0,65,Doing well
32.3,56.9,57.7,1,100,Perfect
20.5,26.3,9.2,1,60,Doing well
18.6,79.6,69.2,1,91,Perfect
48.5,70.1,71.0,0,76,Healthy
35.7,35.6,47.9,0,70,Doing well
17.9,10.1,5.7,0,36,Struggling
31.6,13.6,60.5,0,65,Doing well
22.5,32.2,8.7,1,65,Doing well
53.1,55.7,87.4,1,82,Healthy
27.3,13.6,47.9,0,65,Doing well
53.0,14.5,28.4,0,47,I'm okay
39.4,46.1,65.4,1,100,Perfect
6.2,35.8,34.7,0,41,I'm okay
48.7,58.5,87.0,0,67,Doing well
39.8,61.2,85.7,1,91,Perfect
34.2,76.9,32.1,0,76,Healthy
